ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM_ID,UPDATED,PERIMETER,AREA,LONGITUDE,LATITUDE
Buenavista,PH067901000,Guimaras,PH067900000,Region VI,PH060000000,67901000,12/31/19,73117.247,112519870.6,122.663,10.689
Jordan,PH067902000,Guimaras,PH067900000,Region VI,PH060000000,67902000,12/31/19,85804.884,104050594.6,122.574,10.607
Nueva Valencia,PH067903000,Guimaras,PH067900000,Region VI,PH060000000,67903000,12/31/19,198401.263,128565847.7,122.547,10.468
San Lorenzo,PH067904000,Guimaras,PH067900000,Region VI,PH060000000,67904000,12/31/19,73748.807,114652440,122.672,10.594
Sibunag,PH067905000,Guimaras,PH067900000,Region VI,PH060000000,67905000,12/31/19,113062.94,136421888.3,122.619,10.514
Alburquerque,PH071201000,Bohol,PH071200000,Region VII,PH070000000,71201000,12/31/19,28134.897,28553182.71,123.966,9.637
Alicia,PH071202000,Bohol,PH071200000,Region VII,PH070000000,71202000,12/31/19,39482.093,81735807.05,124.427,9.892
Anda,PH071203000,Bohol,PH071200000,Region VII,PH070000000,71203000,12/31/19,45828.349,66273224.67,124.553,9.768
Antequera,PH071204000,Bohol,PH071200000,Region VII,PH070000000,71204000,12/31/19,37176.111,65699162.73,123.913,9.79
Baclayon,PH071205000,Bohol,PH071200000,Region VII,PH070000000,71205000,12/31/19,32968.654,33832873.73,123.917,9.636
Balilihan,PH071206000,Bohol,PH071200000,Region VII,PH070000000,71206000,12/31/19,58462.042,104664786.9,123.996,9.766
Batuan,PH071207000,Bohol,PH071200000,Region VII,PH070000000,71207000,12/31/19,57345.109,84857793.73,124.126,9.804
Bilar,PH071208000,Bohol,PH071200000,Region VII,PH070000000,71208000,12/31/19,66240.909,158844189.2,124.116,9.706
Buenavista,PH071209000,Bohol,PH071200000,Region VII,PH070000000,71209000,12/31/19,61752.592,109143290.8,124.163,10.046
Calape,PH071210000,Bohol,PH071200000,Region VII,PH070000000,71210000,12/31/19,119741.541,70714351.72,123.887,9.883
Candijay,PH071211000,Bohol,PH071200000,Region VII,PH070000000,71211000,12/31/19,71320.5,92772554.64,124.481,9.828
Carmen,PH071212000,Bohol,PH071200000,Region VII,PH070000000,71212000,12/31/19,71967.408,209417850,124.198,9.836
Catigbian,PH071213000,Bohol,PH071200000,Region VII,PH070000000,71213000,12/31/19,51459.508,108356033.1,124.032,9.849
Clarin,PH071214000,Bohol,PH071200000,Region VII,PH070000000,71214000,12/31/19,38701.038,45423853,124.04,9.945
Corella,PH071215000,Bohol,PH071200000,Region VII,PH070000000,71215000,12/31/19,25735.863,34759305.99,123.932,9.689
Cortes,PH071216000,Bohol,PH071200000,Region VII,PH070000000,71216000,12/31/19,33946.736,33253519.7,123.904,9.719
Dagohoy,PH071217000,Bohol,PH071200000,Region VII,PH070000000,71217000,12/31/19,57566.421,92500736.28,124.273,9.907
Danao,PH071218000,Bohol,PH071200000,Region VII,PH070000000,71218000,12/31/19,58860.651,109080521.4,124.204,9.962
Dauis,PH071219000,Bohol,PH071200000,Region VII,PH070000000,71219000,12/31/19,32030.073,44124825.39,123.831,9.61
Dimiao,PH071220000,Bohol,PH071200000,Region VII,PH070000000,71220000,12/31/19,43797.797,54380520.27,124.159,9.65
Duero,PH071221000,Bohol,PH071200000,Region VII,PH070000000,71221000,12/31/19,42751.58,64862158.5,124.385,9.739
Garcia Hernandez,PH071222000,Bohol,PH071200000,Region VII,PH070000000,71222000,12/31/19,46985.097,96497709.28,124.282,9.663
Guindulman,PH071223000,Bohol,PH071200000,Region VII,PH070000000,71223000,12/31/19,63581.123,97870594.81,124.449,9.775
Inabanga,PH071224000,Bohol,PH071200000,Region VII,PH070000000,71224000,12/31/19,67074.457,108102143.8,124.098,10.001
Jagna,PH071225000,Bohol,PH071200000,Region VII,PH070000000,71225000,12/31/19,54145.291,96739189.94,124.343,9.693
Getafe,PH071226000,Bohol,PH071200000,Region VII,PH070000000,71226000,12/31/19,146600.255,94076123.57,124.184,10.127
Lila,PH071227000,Bohol,PH071200000,Region VII,PH070000000,71227000,12/31/19,31194.951,17882131.79,124.106,9.608
Loay,PH071228000,Bohol,PH071200000,Region VII,PH070000000,71228000,12/31/19,39328.337,26071511.68,124.016,9.611
Loboc,PH071229000,Bohol,PH071200000,Region VII,PH070000000,71229000,12/31/19,33300.578,57879418.06,124.041,9.644
Loon,PH071230000,Bohol,PH071200000,Region VII,PH070000000,71230000,12/31/19,98012.136,98695522.88,123.825,9.819
Mabini,PH071231000,Bohol,PH071200000,Region VII,PH070000000,71231000,12/31/19,64997.037,96777648.87,124.519,9.905
Maribojoc,PH071232000,Bohol,PH071200000,Region VII,PH070000000,71232000,12/31/19,51741.653,55179204.71,123.854,9.753
Panglao,PH071233000,Bohol,PH071200000,Region VII,PH070000000,71233000,12/31/19,45596.871,47120047.71,123.775,9.579
Pilar,PH071234000,Bohol,PH071200000,Region VII,PH070000000,71234000,12/31/19,56379.816,114381992.9,124.35,9.846
Pres. Carlos P. Garcia,PH071235000,Bohol,PH071200000,Region VII,PH070000000,71235000,12/31/19,114850.542,46819348.23,124.565,10.104
Sagbayan,PH071236000,Bohol,PH071200000,Region VII,PH070000000,71236000,12/31/19,41241.08,76467412.22,124.098,9.911
San Isidro,PH071237000,Bohol,PH071200000,Region VII,PH070000000,71237000,12/31/19,38711.642,59248306.38,123.95,9.855
San Miguel,PH071238000,Bohol,PH071200000,Region VII,PH070000000,71238000,12/31/19,49353.678,107364325.6,124.333,9.979
Sevilla,PH071239000,Bohol,PH071200000,Region VII,PH070000000,71239000,12/31/19,34925.445,55777051.73,124.05,9.721
Sierra Bullones,PH071240000,Bohol,PH071200000,Region VII,PH070000000,71240000,12/31/19,50799.752,99254477.46,124.284,9.78
Sikatuna,PH071241000,Bohol,PH071200000,Region VII,PH070000000,71241000,12/31/19,29523.865,41789633.22,123.995,9.691
Tagbilaran City,PH071242000,Bohol,PH071200000,Region VII,PH070000000,71242000,12/31/19,42055.578,32186799.8,123.871,9.666
Talibon,PH071243000,Bohol,PH071200000,Region VII,PH070000000,71243000,12/31/19,139263.014,148064450.5,124.279,10.117
Trinidad,PH071244000,Bohol,PH071200000,Region VII,PH070000000,71244000,12/31/19,56804.666,142873760.1,124.325,10.045
Tubigon,PH071245000,Bohol,PH071200000,Region VII,PH070000000,71245000,12/31/19,92366.709,66372770.06,123.975,9.926
Ubay,PH071246000,Bohol,PH071200000,Region VII,PH070000000,71246000,12/31/19,157281.697,264880056.8,124.459,9.998
Valencia,PH071247000,Bohol,PH071200000,Region VII,PH070000000,71247000,12/31/19,47116.656,99000806.41,124.218,9.664
Bien Unido,PH071248000,Bohol,PH071200000,Region VII,PH070000000,71248000,12/31/19,54381.198,27077562.11,124.374,10.129
Alcantara,PH072201000,Cebu,PH072200000,Region VII,PH070000000,72201000,12/31/19,36154.901,25583804.86,123.441,9.965
Alcoy,PH072202000,Cebu,PH072200000,Region VII,PH070000000,72202000,12/31/19,33328.722,67429859.45,123.468,9.711
Alegria,PH072203000,Cebu,PH072200000,Region VII,PH070000000,72203000,12/31/19,45775.284,96374790.79,123.382,9.744
Aloguinsan,PH072204000,Cebu,PH072200000,Region VII,PH070000000,72204000,12/31/19,36104.532,62685051.07,123.576,10.194
Argao,PH072205000,Cebu,PH072200000,Region VII,PH070000000,72205000,12/31/19,67409.609,195850396,123.548,9.918
Asturias,PH072206000,Cebu,PH072200000,Region VII,PH070000000,72206000,12/31/19,89962.721,140540154.6,123.79,10.58
Badian,PH072207000,Cebu,PH072200000,Region VII,PH070000000,72207000,12/31/19,66402.391,116637254.5,123.418,9.85
Balamban,PH072208000,Cebu,PH072200000,Region VII,PH070000000,72208000,12/31/19,88913.432,221462283.1,123.777,10.483
Bantayan,PH072209000,Cebu,PH072200000,Region VII,PH070000000,72209000,12/31/19,109323.786,82646307.56,123.728,11.188
Barili,PH072210000,Cebu,PH072200000,Region VII,PH070000000,72210000,12/31/19,52943.278,119415484.4,123.535,10.113
City of Bogo,PH072211000,Cebu,PH072200000,Region VII,PH070000000,72211000,12/31/19,59142.217,95358279.31,123.992,11.019
Boljoon,PH072212000,Cebu,PH072200000,Region VII,PH070000000,72212000,12/31/19,38100.818,82227225.32,123.445,9.641
Borbon,PH072213000,Cebu,PH072200000,Region VII,PH070000000,72213000,12/31/19,49936.039,91314035.67,123.994,10.849
City of Carcar,PH072214000,Cebu,PH072200000,Region VII,PH070000000,72214000,12/31/19,62925.447,98854102.08,123.631,10.119
Carmen,PH072215000,Cebu,PH072200000,Region VII,PH070000000,72215000,12/31/19,50131.057,86427290.43,123.97,10.599
Catmon,PH072216000,Cebu,PH072200000,Region VII,PH070000000,72216000,12/31/19,52231.302,110590430.2,123.971,10.67
Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,72217000,12/31/19,88533.13,290902432.4,123.86,10.379
Compostela,PH072218000,Cebu,PH072200000,Region VII,PH070000000,72218000,12/31/19,49435.433,47426656.19,123.97,10.472
Consolacion,PH072219000,Cebu,PH072200000,Region VII,PH070000000,72219000,12/31/19,57055.699,37951019.87,123.95,10.396
Cordova,PH072220000,Cebu,PH072200000,Region VII,PH070000000,72220000,12/31/19,28650.283,9198656.801,123.95,10.259
Daanbantayan,PH072221000,Cebu,PH072200000,Region VII,PH070000000,72221000,12/31/19,90709.36,91729268.56,124.023,11.227
Dalaguete,PH072222000,Cebu,PH072200000,Region VII,PH070000000,72222000,12/31/19,55565.795,143289285.3,123.489,9.8
Danao City,PH072223000,Cebu,PH072200000,Region VII,PH070000000,72223000,12/31/19,99129.729,168480632.9,123.94,10.54
Dumanjug,PH072224000,Cebu,PH072200000,Region VII,PH070000000,72224000,12/31/19,44035.163,85914121.02,123.474,10.041
Ginatilan,PH072225000,Cebu,PH072200000,Region VII,PH070000000,72225000,12/31/19,32013.796,50314367.39,123.346,9.579
Lapu-Lapu City,PH072226000,Cebu,PH072200000,Region VII,PH070000000,72226000,12/31/19,164369.206,67333947.03,123.992,10.287
Liloan,PH072227000,Cebu,PH072200000,Region VII,PH070000000,72227000,12/31/19,60629.815,53020176.03,123.974,10.42
Madridejos,PH072228000,Cebu,PH072200000,Region VII,PH070000000,72228000,12/31/19,24876.933,24166279.36,123.732,11.266
Malabuyoc,PH072229000,Cebu,PH072200000,Region VII,PH070000000,72229000,12/31/19,41391.28,82021964.61,123.365,9.656
Mandaue City,PH072230000,Cebu,PH072200000,Region VII,PH070000000,72230000,12/31/19,37017.306,31119123.26,123.941,10.345
Medellin,PH072231000,Cebu,PH072200000,Region VII,PH070000000,72231000,12/31/19,65484.861,75975333.51,123.977,11.143
Minglanilla,PH072232000,Cebu,PH072200000,Region VII,PH070000000,72232000,12/31/19,37958.009,51136304.44,123.781,10.277
Moalboal,PH072233000,Cebu,PH072200000,Region VII,PH070000000,72233000,12/31/19,55176.694,68673894.69,123.428,9.938
City of Naga,PH072234000,Cebu,PH072200000,Region VII,PH070000000,72234000,12/31/19,50040.261,97160783.6,123.723,10.243
Oslob,PH072235000,Cebu,PH072200000,Region VII,PH070000000,72235000,12/31/19,59819.216,127275269.5,123.401,9.539
Pilar,PH072236000,Cebu,PH072200000,Region VII,PH070000000,72236000,12/31/19,54443.802,33726856.99,124.53,10.77
Pinamungajan,PH072237000,Cebu,PH072200000,Region VII,PH070000000,72237000,12/31/19,48613.997,105603297.1,123.619,10.266
Poro,PH072238000,Cebu,PH072200000,Region VII,PH070000000,72238000,12/31/19,50263.684,65748430.95,124.431,10.672
Ronda,PH072239000,Cebu,PH072200000,Region VII,PH070000000,72239000,12/31/19,36961.34,44386673.94,123.452,9.994
Samboan,PH072240000,Cebu,PH072200000,Region VII,PH070000000,72240000,12/31/19,31952.584,51904105.74,123.326,9.508
San Fernando,PH072241000,Cebu,PH072200000,Region VII,PH070000000,72241000,12/31/19,43058.77,74861818.39,123.676,10.185
San Francisco,PH072242000,Cebu,PH072200000,Region VII,PH070000000,72242000,12/31/19,62259.51,96918275.54,124.333,10.647
San Remigio,PH072243000,Cebu,PH072200000,Region VII,PH070000000,72243000,12/31/19,88418.794,97413062.27,123.934,10.98
Santa Fe,PH072244000,Cebu,PH072200000,Region VII,PH070000000,72244000,12/31/19,46821.25,29300227.95,123.822,11.218
Santander,PH072245000,Cebu,PH072200000,Region VII,PH070000000,72245000,12/31/19,26362.808,33039239.39,123.329,9.443
Sibonga,PH072246000,Cebu,PH072200000,Region VII,PH070000000,72246000,12/31/19,59905.753,105676598.6,123.579,10.025
Sogod,PH072247000,Cebu,PH072200000,Region VII,PH070000000,72247000,12/31/19,59067,111947891.7,123.964,10.761
Tabogon,PH072248000,Cebu,PH072200000,Region VII,PH070000000,72248000,12/31/19,48230.771,88170005.63,124.001,10.931
